CIDADE;UF_CIDADE;TIPO
Pasta (Solonópole);CE;Distrito
Pastos Bons;MA;
Patacas (Aquiraz);CE;Distrito
Patamuté (Curaçá);BA;Distrito
Pataíba (Água Fria);BA;Distrito
Patis;MG;
Pato Bragado;PR;
Pato Branco;PR;
Patos;PB;
Patos (Caruaru);PE;Povoado
Patos (Sobral);CE;Distrito
Patos de Minas;MG;
Patos do Piauí;PI;
Patos dos Liberatos (Chorozinho);CE;Distrito
Patos Velhos (Prudentópolis);PR;Distrito
Patriarca (Sobral);CE;Distrito
Patrimônio (Prata);MG;Distrito
Patrocínio;MG;
Patrocínio de Caratinga (Caratinga);MG;Distrito
Patrocínio do Muriaé;MG;
Patrocínio Paulista;SP;
Patu;RN;
Paty do Alferes;RJ;
Pau a Pique (Casa Nova);BA;Distrito
Pau Amarelo (Correntes);PE;Povoado
Pau Brasil;BA;
Pau d'Alho do Sul (Assaí);PR;Distrito
Pau D'Arco;PA;
Pau D'Arco;TO;
Pau D'Arco (Arapiraca);AL;Povoado
Pau D'Arco do Piauí;PI;
Pau dos Ferros;RN;
Pau Ferro (Arapiraca);AL;Povoado
Pau Ferro (Quipapá);PE;Distrito
Pau Ferro (Salgueiro);PE;Povoado
Pau-Santo (Caruaru);PE;Povoado
Paudalho;PE;
Pauini;AM;
Paula Cândido;MG;
Paula Freitas;PR;
Paula Lima (Juiz de Fora);MG;Povoado
Paula Pereira (Canoinhas);SC;Distrito
Paulicéia;SP;
Paulino Neves;MA;
Paulista;PB;
Paulista;PE;
Paulista (Barra de São Francisco);ES;Distrito
Paulistana;PI;
Paulistas;MG;
Paulistânia;SP;
Paulistânia (Alto Piquiri);PR;Distrito
Paulo Afonso;BA;
Paulo Bento;RS;
Paulo de Faria;SP;
Paulo Frontin;PR;
Paulo Jacinto;AL;
Paulo Lopes;SC;
Paulo Ramos;MA;
Paulínia;SP;
Paulópolis (Pompéia);SP;Distrito
Paus Branco (Madalena);CE;Distrito
Paus Brancos (Quixeramobim);CE;Distrito
Paverama;RS;
Pavussu;PI;
Pavão;MG;
Pavão (Capão do Leão);RS;Distrito
Paço do Lumiar;MA;
Peabiru;PR;
Pecém (São Gonçalo do Amarante);CE;Distrito
Pederneiras;SP;
Pedra;PE;
Pedra Alta (Araci);BA;Povoado
Pedra Azul;MG;
Pedra Bela;SP;
Pedra Bonita;MG;
Pedra Branca;CE;
Pedra Branca;PB;
Pedra Branca (Aracoiaba);CE;Distrito
Pedra Branca (Catalão);GO;Povoado
Pedra Branca de Itararé (Itararé);SP;Distrito
Pedra Branca do Amaparí;AP;
Pedra Branca do Araraquara (Guaratuba);PR;Distrito
Pedra Corrida (Açucena);MG;Distrito
Pedra de Fogo (Sobral);CE;Distrito
Pedra do Anta;MG;
Pedra do Indaiá;MG;
Pedra do Sino (Carandaí);MG;Distrito
Pedra Dourada;MG;
Pedra e Cal (Ibaretama);CE;Distrito
Pedra Grande;RN;
Pedra Grande (Almenara);MG;Distrito
Pedra Lavrada;PB;
Pedra Menina (Rio Vermelho);MG;Distrito
Pedra Mole;SE;
Pedra Preta;MT;
Pedra Preta;RN;
Pedra Selada (Resende);RJ;Distrito
Pedralva;MG;
Pedranópolis;SP;
Pedras (Barreirinha);AM;Distrito
Pedras (Capela);SE;Distrito
Pedras (Castro);PR;Povoado
Pedras (Morada Nova);CE;Distrito
Pedras Altas;RS;
Pedras Altas do Mirim (Capim Grosso);BA;Distrito
Pedras Brancas (Banabuiú);CE;Distrito
Pedras Brancas (São Marcos);RS;Distrito
Pedras de Fogo;PB;
Pedras de Maria da Cruz;MG;
Pedras de Marilândia (Unaí);MG;Distrito
Pedras Grandes;SC;
Pedras Negras (São Francisco do Guaporé);RO;Distrito
Pedregal (Tunas);RS;Distrito
Pedregulho;SP;
Pedreira;SP;
Pedreira (Bagre);PA;Distrito
Pedreiras;MA;
Pedreiras (Arroio Grande);RS;Distrito
Pedrinhas;SE;
Pedrinhas (Icó);CE;Distrito
Pedrinhas (Petrolina);PE;Povoado
Pedrinhas Paulista;SP;
Pedrinópolis;MG;
Pedro Afonso;TO;
Pedro Alexandre;BA;
Pedro Avelino;RN;
Pedro Barros (Miracatu);SP;Distrito
Pedro Canário;ES;
Pedro de Toledo;SP;
Pedro do Rosário;MA;
Pedro Garcia (Braga);RS;Distrito
Pedro Gomes;MS;
Pedro II;PI;
Pedro Laurentino;PI;
Pedro Leopoldo;MG;
Pedro Lessa (Serro);MG;Distrito
Pedro Ludovico (Araguaína);TO;Povoado
Pedro Lustosa (Reserva do Iguaçu);PR;Distrito
Pedro Neca (Porto Esperidião);MT;Distrito
Pedro Osório;RS;
Pedro Paiva (Santo Augusto);RS;Distrito
Pedro Régis;PB;
Pedro Teixeira;MG;
Pedro Velho;RN;
Pedrão;BA;
Pega Fogo (Taquara);RS;Distrito
Peixe;TO;
Peixe (Araguaína);TO;Povoado
Peixe (Campo Alegre de Lourdes);BA;Distrito
Peixe (Russas);CE;Distrito
Peixe Gordo (Tabuleiro do Norte);CE;Distrito
Peixe-Boi;PA;
Peixoto de Azevedo;MT;
Pejuçara;RS;
Pelada (Caruaru);PE;Povoado
Pelado (Guarapuava);PR;Povoado
Pelo Sinal (Manaíra);PB;Distrito
Pelotas;RS;
Penaforte;CE;
Penalva;MA;
Pendanga (Ibiraçu);ES;Distrito
Pendências;RN;
Penedo;AL;
Penedo (Itatiaia);RJ;Povoado
Penedo (Maranguape);CE;Distrito
Penha;SC;
Penha de França (Itamarandiba);MG;Distrito
Penha do Capim (Aimorés);MG;Distrito
Penha do Cassiano (Governador Valadares);MG;Distrito
Penha do Norte (Conselheiro Pena);MG;Distrito
Penha Longa (Chiador);MG;Distrito
Penhalonga (Vigia);PA;Distrito
Penido (Juiz de Fora);MG;Povoado
Pentagna (Valença);RJ;Distrito
Pentecoste;CE;
Penápolis;SP;
Penédia (Caeté);MG;Distrito
Pequeri;MG;
Pequizeiro;TO;
Pequiá (Iúna);ES;Distrito
Perdigão;MG;
Perdilândia (Santa Vitória);MG;Distrito
Perdizes;MG;
Perdões;MG;
Pereira Barreto;SP;
Pereiras;SP;
Pereirinhas (Desterro de Entre Rios);MG;Distrito
Pereiro;CE;
Pereiros (Sousa);PB;Povoado
Peri Mirim;MA;
Pericó (São Joaquim);SC;Distrito
Periquito;MG;
Peritiba;SC;
Peritoró;MA;
Pernambuquinho (Guaramiranga);CE;Distrito
Pernambuquinho (Sertânia);PE;Povoado
Peroba (Maragogi);AL;Distrito
Perobal;PR;
Perolândia;GO;
Perpétuo Socorro (Alagoinha);PE;Distrito
Perpétuo Socorro (Belo Oriente);MG;Distrito
Perseverança (São Caetano de Odivelas);PA;Distrito
Peruíbe;SP;
Pescador;MG;
Pescaria Brava;SC;
Pesqueira;PE;
Pesqueiro (Soure);PA;Distrito
Pessoa Anta (Granja);CE;Distrito
Petim (Castro Alves);BA;Distrito
Petrolina;PE;
Petrolina de Goiás;GO;
Petrolândia;PE;
Petrolândia;SC;
Petrópolis;RJ;
Petúnia (Nova Resende);MG;Distrito
Peçanha;MG;
Piabanha (Aracatu);BA;Povoado
Piabanha (Maraú);BA;Distrito
Piabas (Bragança);PA;Distrito
Piacatu;SP;
Piacatuba (Leopoldina);MG;Distrito
Piancó;PB;
Piassuguera (Paranaguá);PR;Povoado
Piatã;BA;
Piau;MG;
Piaçabuçu;AL;
Piaçu (Muniz Freire);ES;Distrito
Pic Sagarana (Arinos);MG;Distrito
Picada Café;RS;
Picada São Jacob (Sapiranga);RS;Distrito
Picadinha (Dourados);MS;Distrito
Picinguaba (Ubatuba);SP;Distrito
Picuí;PB;
Piedade;SP;
Piedade de Caratinga;MG;
Piedade de Ponte Nova;MG;
Piedade do Paraopeba (Brumadinho);MG;Distrito
Piedade do Rio Grande;MG;
Piedade dos Gerais;MG;
Pilar;AL;
Pilar;PB;
Pilar (Patos de Minas);MG;Distrito
Pilar de Goiás;GO;
Pilar do Sul;SP;
Piloândia (Israelândia);GO;Distrito
Pilão Arcado;BA;
Pilões;PB;
Pilões;RN;
Pilões (Araguaína);TO;Povoado
Pilões (Candiba);BA;Distrito
Pilõezinhos;PB;
Pimenta;MG;
Pimenta Bueno;RO;
Pimenteira (Ilhéus);BA;Distrito
Pimenteiras;PI;
Pimenteiras do Oeste;RO;
Pimentel (Pindaré Mirim);MA;Distrito
Pinaré (Cruz Machado);PR;Distrito
Pindamonhangaba;SP;
Pindaré Mirim;MA;
Pindaí;BA;
Pindaíbas (Patos de Minas);MG;Distrito
Pindoba;AL;
Pindobaçu;BA;
Pindoguaba (Tianguá);CE;Distrito
Pindorama;SP;
Pindorama do Tocantins;TO;
Pindoretama;CE;
Pindotiba (Orleans);SC;Distrito
Pindurão (Camalaú);PB;Distrito
Pinga Fogo (Palmas de Monte Alto);BA;Distrito
Pingo-D'Água;MG;
Pinhais;PR;
Pinhal;RS;
Pinhal (Aveiro);PA;Distrito
Pinhal (Bom Retiro do Sul);RS;Distrito
Pinhal (Sinimbu);RS;Distrito
Pinhal (Soledade);RS;Distrito
Pinhal Alto (Nova Petrópolis);RS;Distrito
Pinhal da Serra;RS;
Pinhal de São Bento;PR;
Pinhal Grande;RS;
Pinhal Queimado (Arvorezinha);RS;Distrito
Pinhalzinho;SC;
Pinhalzinho;SP;
Pinhalzinho (Apucarana);PR;Povoado
Pinhalzinho (Cascavel);PR;Povoado
Pinhalzinho (Enéas Marques);PR;Distrito
Pinhalzinho (Erval Grande);RS;Distrito
Pinhalzinho (Goioxim);PR;Distrito
Pinhalzinho (Liberato Salzano);RS;Distrito
Pinhalzinho (Pinhão);PR;Distrito
Pinhalão;PR;
Pinheiral;RJ;
Pinheiral (Major Gercino);SC;Distrito
Pinheirinho do Vale;RS;
Pinheirinhos (Passa Quatro);MG;Distrito
Pinheirinhos (Santo Antônio da Patrulha);RS;Distrito
Pinheiro;MA;
Pinheiro (Capanema);PR;Distrito
Pinheiro de Minas (Martins Soares);MG;Distrito
Pinheiro Machado;RS;
Pinheiro Machado (São Paulo das Missões);RS;Distrito
Pinheiro Marcado (Carazinho);RS;Distrito
Pinheiro Preto;SC;
Pinheiros;ES;
Pinheiros (Canoinhas);SC;Distrito
Pinheiros (Lavrinhas);SP;Distrito
Pinheiros Altos (Piranga);MG;Distrito
Pinhotiba (Eugenópolis);MG;Distrito
Pinhão;PR;
Pinhão;SE;
Pinhões (Juazeiro);BA;Distrito
Pintadas;BA;
Pinto Bandeira;RS;
Pintos Negreiros (Maria da Fé);MG;Distrito
Pintópolis;MG;
Pio IX;PI;
Pio X (Aratiba);RS;Distrito
Pio X (Sumé);PB;Distrito
Pio X (Umari);CE;Distrito
Pio XII;MA;
Pioneiros (Guará);SP;Distrito
Pipa (Tibau do Sul);RN;Distrito
Pipeiras (São João da Barra);RJ;Distrito
Piquerobi;SP;
Piquet Carneiro;CE;
Piquete;SP;
Piquiri (Cachoeira do Sul);RS;Povoado
Piquirivaí (Campo Mourão);PR;Distrito
Piracaia;SP;
Piracaiba (Araguari);MG;Distrito
Piracanjuba;GO;
Piracema;MG;
Piracema (Afonso Cláudio);ES;Distrito
Piracema (Paranavaí);PR;Povoado
Piracicaba;SP;
Piracuruca;PI;
Piragi (Itamaraju);BA;Distrito
Piraju;SP;
Piraju (Manoel Viana);RS;Distrito
Pirajuba;MG;
Pirajuia (Jaguaripe);BA;Distrito
Pirajuí;SP;
Pirajá (Itamaraju);BA;Distrito
Pirambu;SE;
Pirambóia (Anhembi);SP;Distrito
Piranga;MG;
Pirangaí (Resende);RJ;Distrito
Pirangi;SP;
Pirangi (Ibaretama);CE;Distrito
Piranguita (Rio Espera);MG;Distrito
Piranguçu;MG;
Piranhas;AL;
Piranhas;GO;
Pirapanema (Muriaé);MG;Distrito
Pirapemas;MA;
Pirapetinga;MG;
Pirapetinga de Bom Jesus (Bom Jesus do Itabapoana);RJ;Distrito
Pirapitinga (Juiz de Fora);MG;Povoado
Pirapora;MG;
Pirapora (Itaporã);MS;Distrito
Pirapora do Bom Jesus;SP;
Pirapozinho;SP;
Piraputanga (Aquidauana);MS;Distrito
Pirapó;RS;
Pirapó (Apucarana);PR;Distrito
Piraquara;PR;
Piraquara (Santarém);PA;Povoado
Piraquê;TO;
Pirassununga;SP;
Piratini;RS;
Piratininga;SP;
Piratininga (Nova Ubiratã);MT;Distrito
Piratuba;SC;
Pirauá (Natuba);PB;Distrito
Piraí;RJ;
Piraí (Bagé);RS;Distrito
Piraí do Norte;BA;
Piraí do Sul;PR;
Piraúba;MG;
Pirenópolis;GO;
Pires Belo (Catalão);GO;Distrito
Pires do Rio;GO;
Pires Ferreira;CE;
Piri (Sento Sé);BA;Distrito
Piripiri;PI;
Piripá;BA;
Piriquitos (Ponta Grossa);PR;Distrito
Piritiba;BA;
Pirituba (Vitória de Santo Antão);PE;Distrito
Pirizal (Nossa Senhora do Livramento);MT;Distrito
Piriá (Curralinho);PA;Distrito
Pirpirituba;PB;
Piscamba (Jequeri);MG;Distrito
Pitanga;PR;
Pitanga (Doutor Maurício Cardoso);RS;Distrito
Pitanga de Estrada (Mamanguape);PB;Distrito
Pitangueiras;PR;
Pitangueiras;SP;
Pitangui;MG;
Pitangui (Ponta Grossa);PR;Povoado
Pitarana (Montalvânia);MG;Distrito
Pitimbu;PB;
Pitingal (Passa Sete);RS;Distrito
Pitombeira (Itapajé);CE;Distrito
Pitombeiras (Cascavel);CE;Distrito
Pituba (Gentio do Ouro);BA;Distrito
Pium;TO;
Piumhi;MG;
Pião (Santa Rita de Caldas);MG;Distrito
Pião (Sapucaia);RJ;Distrito
Piçarra;PA;
Piçarrão (Sento Sé);BA;Distrito
Piên;PR;
Piúma;ES;
Placa de Santo Antônio (Juscimeira);MT;Distrito
Placas;PA;
Planalmira (Abadiânia);GO;Distrito
Planaltina do Paraná;PR;
Planaltino;BA;
Planalto;BA;
Planalto;PR;
Planalto;RS;
Planalto;SP;
Planalto (Andradina);SP;Distrito
Planalto (Arneiroz);CE;Distrito
Planalto (Concórdia);SC;Distrito
Planalto (Crissiumal);RS;Distrito
Planalto Alegre;SC;
Planalto da Serra;MT;
Planalto de Minas (Diamantina);MG;Distrito
Planalto do Sul (Teodoro Sampaio);SP;Distrito
Plano Alto (Uruguaiana);RS;Distrito
Planura;MG;
Platina;SP;
Platô do Piquiá (Boca do Acre);AM;Povoado
Plautino Soares (Sobrália);MG;Distrito
Plácido de Castro;AC;
Plácido Martins (Aracoiaba);CE;Distrito
Poaia (Santa Maria do Suaçuí);MG;Distrito
Pocinho (Barbosa Ferraz);PR;Distrito
Pocinho (Ponta Grossa);PR;Povoado
Pocinhos;PB;
Poconé;MT;
Pocrane;MG;
Poema (Nova Tebas);PR;Distrito
Pojuca;BA;
Poloni;SP;
Polígono do Erval (Victor Graeff);RS;Distrito
Pombal;PB;
Pombas (Dom Aquino);MT;Distrito
Pombos;PE;
Pomerode;SC;
Pompeu Machado (Encruzilhada do Sul);RS;Distrito
Pompéia;SP;
Pompéu;MG;
Poncianos (Conceição das Alagoas);MG;Distrito
Pongaí;SP;
Ponta da Areia (Caravelas);BA;Distrito
Ponta da Serra (Crato);CE;Distrito
Ponta de Pedras;PA;
Ponta de Ramos (Curuçá);PA;Distrito
Ponta do Pasto (Paranaguá);PR;Povoado
Ponta Grossa;PR;
Ponta Porã;MS;
Pontal;SP;
Pontal de Coruripe (Coruripe);AL;Distrito
Pontal do Araguaia;MT;
Pontal do Ipiranga (Linhares);ES;Distrito
Pontal do Paraná;PR;
Pontalete (Três Pontas);MG;Distrito
Pontalina;GO;
Pontalinda;SP;
Pontas de Pedra (Goiana);PE;Distrito
Ponte Alta;SC;
Ponte Alta (Uberaba);MG;Distrito
Ponte Alta de Minas (Carangola);MG;Distrito
Ponte Alta do Bom Jesus;TO;
Ponte Alta do Norte;SC;
Ponte Alta do Tocantins;TO;
Ponte Branca;MT;
Ponte de Itabapoana (Mimoso do Sul);ES;Distrito
Ponte de Pedra (Rondonópolis);MT;Povoado
Ponte dos Ciganos (Coração de Jesus);MG;Distrito
Ponte Firme (Presidente Olegário);MG;Distrito
Ponte Nova;MG;
Ponte Preta;RS;
Ponte Segura (Senador Amaral);MG;Distrito
Ponte Serrada;SC;
Ponte Vermelha (São Gabriel do Oeste);MS;Distrito
Pontes (Araguaína);TO;Povoado
Pontes e Lacerda;MT;
Pontes Filho (Teutônia);RS;Distrito
Pontes Gestal;SP;
Pontevila (Formiga);MG;Distrito
Pontinha do Cocho (Camapuã);MS;Distrito
Pontinópolis (São Félix do Araguaia);MT;Distrito
Ponto Belo;ES;
Ponto Chique;MG;
Ponto do Marambaia (Caraí);MG;Distrito
Ponto dos Volantes;MG;
Ponto Novo;BA;
Pontão;RS;
Pontão Santo Antônio (Catuípe);RS;Distrito
Pontões (Afonso Cláudio);ES;Distrito
Populina;SP;
Poranga;CE;
Porangaba;SP;
Porangatu;GO;
Porangá (Barra de São Francisco);ES;Distrito
Porciúncula;RJ;
Porecatu;PR;
Porfirio Sampaio (Pentecoste);CE;Distrito
Portalegre;RN;
Porteira Preta (Fênix);PR;Distrito
Porteiras;CE;
Porteirinha;MG;
Porteirinha de Pedra (Campina Grande);PB;Povoado
Porteirão;GO;
Portel;PA;
Portela (Itaocara);RJ;Distrito
Portelândia;GO;
Porto;PI;
Porto Acre;AC;
Porto Agrário (Juvenília);MG;Distrito
Porto Alegre;RS;
Porto Alegre do Norte;MT;
Porto Alegre do Piauí;PI;
Porto Alegre do Tocantins;TO;
Porto Amazonas;PR;
Porto Barreiro;PR;
Porto Batista (Triunfo);RS;Distrito
Porto Belo;SC;
Porto Belo (Foz do Iguaçu);PR;Povoado
Porto Brasílio (Querência do Norte);PR;Distrito
Porto Calvo;AL;
Porto Camargo (Icaraíma);PR;Distrito
Porto Colônia (Dom Pedro de Alcântara);RS;Distrito
Porto da Folha;SE;
Porto das Flores (Belmiro Braga);MG;Distrito
Porto das Gabarras (Anajatuba);MA;Distrito
Porto de Cima (Morretes);PR;Distrito
Porto de Moz;PA;
Porto de Pedras;AL;
Porto do Mangue;RN;
Porto dos Gaúchos;MT;
Porto dos Mendes (Campo Belo);MG;Distrito
Porto Esperança (Corumbá);MS;Distrito
Porto Esperidião;MT;
Porto Estrela;MT;
Porto Feliz;SP;
Porto Ferreira;SP;
Porto Firme;MG;
Porto Franco;MA;
Porto Grande;AP;
Porto Lemos (Araguaína);TO;Povoado
Porto Lucena;RS;
Porto Mauá;RS;
Porto Meira (Foz do Iguaçu);PR;Povoado
Porto Mendes (Marechal Cândido Rondon);PR;Distrito
Porto Murtinho;MS;
Porto Nacional;TO;
Porto Novo (Santana);BA;Distrito
Porto Real;RJ;
Porto Real do Colégio;AL;
Porto Rico;PR;
Porto Rico do Maranhão;MA;
Porto Salvo (Vigia);PA;Distrito
Porto San Juan (Foz do Iguaçu);PR;Povoado
Porto Santana (Porto Barreiro);PR;Distrito
Porto Sauípe (Entre Rios);BA;Povoado
Porto Seguro;BA;
Porto Soberbo (Tiradentes do Sul);RS;Distrito
Porto São Carlos (São Carlos do Ivaí);PR;Distrito
Porto São José (São Pedro do Paraná);PR;Distrito
Porto Trombetas (Oriximiná);PA;Povoado
Porto União;SC;
Porto Velho;RO;
Porto Velho do Cunha (Carmo);RJ;Distrito
Porto Vera Cruz;RS;
Porto Vilma (Deodápolis);MS;Distrito
Porto Vitória;PR;
Porto Walter;AC;
Porto Xavier;RS;
Porto XV de Novembro (Bataguassu);MS;Distrito
Portão;RS;
Portão (Cascavel);PR;Povoado
Porãozinho (Araguaína);TO;Povoado
Posse;GO;
Posse D'Abadia (Abadiânia);GO;Distrito
Posse dos Linhares (Rio dos Índios);RS;Distrito
Posselândia (Guapó);GO;Povoado
Posses (Leme do Prado);MG;Distrito
Posto da Mata (Nova Viçosa);BA;Povoado
Potengi;CE;
Poti (Crateús);CE;Distrito
Potim;SP;
Potiraguá;BA;
Potirendaba;SP;
Potiretama;CE;
Poté;MG;
Pouso Alegre;MG;
Pouso Alto;MG;
Pouso Novo;RS;
Pouso Redondo;SC;
Povoado Pouso Alegre (Formiga);MG;Povoado
Povoado Tozzo (Itatiba do Sul);RS;Distrito
Povoação (Linhares);ES;Distrito
Poxim (Coruripe);AL;Distrito
Poxim do Sul (Canavieiras);BA;Distrito
Poxoréu;MT;
Poá;SP;
Poço (Brejo Santo);CE;Distrito
Poço Branco;RN;
Poço Central (Aurelino Leal);BA;Distrito
Poço Comprido (Amontada);CE;Distrito
Poço Comprido (Correntes);PE;Distrito
Poço Comprido (Jaguaribara);CE;Distrito
Poço da Onça (Miraíma);CE;Distrito
Poço da Pedra (Arapiraca);AL;Povoado
Poço Dantas;PB;
Poço das Antas;RS;
Poço das Trincheiras;AL;
Poço de Baixo (Arapiraca);AL;Povoado
Poço de Fora (Curaçá);BA;Distrito
Poço de José de Moura;PB;
Poço de Santana (Arapiraca);AL;Povoado
Poço Doce (Paracuru);CE;Distrito
Poço Fundo;MG;
Poço Fundo (Parobé);RS;Distrito
Poço Fundo (Santa Cruz do Capibaribe);PE;Distrito
Poço Grande (Jucás);CE;Distrito
Poço Preto (Irineópolis);SC;Distrito
Poço Redondo;SE;
Poço Verde;SE;
Poço Verde (Mucambo);CE;Distrito
Poços (Remanso);BA;Distrito
Poços de Caldas;MG;
Poção;PE;
Poção (Arapiraca);AL;Povoado
Poção de Afrânio (Afrânio);PE;Distrito
Poção de Pedras;MA;
Poções;BA;
Poções de Paineiras (Paineiras);MG;Distrito
Pracinha;SP;
Pracuúba;AP;
Prado;BA;
Prado Ferreira;PR;
Prado Novo (São Lourenço do Sul);RS;Distrito
Prados;MG;
Pradoso (Vitória da Conquista);BA;Distrito
Pradínia (Pirajuí);SP;Distrito
Pradópolis;SP;
Praia do Forte (Mata de São João);BA;Povoado
Praia Grande;SC;
Praia Grande;SP;
Praia Grande (Fundão);ES;Distrito
Praia Norte;TO;
Praia Rica (Chapada dos Guimarães);MT;Distrito
Prainha;PA;
Pranchada (Doutor Maurício Cardoso);RS;Distrito
Pranchita;PR;
Prata;MG;
Prata;PB;
Prata (Bela Cruz);CE;Distrito
Prata (Cambé);PR;Distrito
Prata (Monte Alegre de Goiás);GO;Distrito
Prata (São Miguel do Oeste);SC;Distrito
Prata do Piauí;PI;
Prata Um (Telêmaco Borba);PR;Povoado
Pratinha;MG;
Pratiús (Pindoretama);CE;Distrito
Pratos (Novo Machado);RS;Distrito
Pratos (Tucunduva);RS;Distrito
Pratápolis;MG;
Pratânia;SP;
Prefeita Suely Pinheiro (Solonópole);CE;Distrito
Presidente Alves;SP;
Presidente Bernardes;MG;
Presidente Bernardes;SP;
Presidente Castello Branco;SC;
Presidente Castelo (Deodápolis);MS;Distrito
Presidente Castelo Branco;PR;
Presidente Dutra;BA;
Presidente Dutra;MA;
Presidente Epitácio;SP;
Presidente Figueiredo;AM;
Presidente Getúlio;SC;
Presidente Juscelino;MA;
Presidente Juscelino;MG;
Presidente Juscelino (São Lourenço do Oeste);SC;Distrito
Presidente Jânio Quadros;BA;
Presidente Kennedy;ES;
Presidente Kennedy;TO;
Presidente Kennedy (Concórdia);SC;Distrito
Presidente Kennedy (Verê);PR;Distrito
Presidente Kubitschek;MG;
Presidente Lucena;RS;
Presidente Médici;MA;
Presidente Médici;RO;
Presidente Nereu;SC;
Presidente Olegário;MG;
Presidente Pena (Carlos Chagas);MG;Distrito
Presidente Prudente;SP;
Presidente Sarney;MA;
Presidente Tancredo Neves;BA;
Presidente Vargas;MA;
Presidente Venceslau;SP;
Prevenido (América Dourada);BA;Distrito
Primavera;PA;
Primavera;PE;
Primavera (Rosana);SP;Distrito
Primavera (Sorriso);MT;Distrito
Primavera de Rondônia;RO;
Primavera do Leste;MT;
Primeira Cruz;MA;
Primeiro de Maio;PR;
Princesa;SC;
Princesa (Rio Novo do Sul);ES;Distrito
Princesa Isabel;PB;
Professor Jamil;GO;
Professor Sperber (Chalé);MG;Distrito
Progresso;RS;
Progresso (Arroio do Tigre);RS;Distrito
Progresso (Tangará da Serra);MT;Distrito
Progresso (Três de Maio);RS;Distrito
Progresso (Três Palmeiras);RS;Distrito
Promissão;SP;
Propriá;SE;
Prosperidade (Vargem Alta);ES;Distrito
Protásio Alves;RS;
Providência (Leopoldina);MG;Distrito
Prudente de Morais;MG;
Prudente de Morais (Quixeramobim);CE;Distrito
Prudentópolis;PR;
Prudêncio de Morais (General Salgado);SP;Distrito
Prudêncio Thomaz (Rio Brilhante);MS;Distrito
Príncipe (Natividade);TO;Distrito
Príncipe da Beira (Costa Marques);RO;Distrito
Pugmil;TO;
Pulador (Passo Fundo);RS;Distrito
Pulador (União da Serra);RS;Distrito
Pulinópolis (Mandaguaçu);PR;Distrito
Pureza;RN;
Pureza (São Fidélis);RJ;Distrito
Purilândia (Porciúncula);RJ;Distrito
Purupuru (Careiro);AM;Povoado
Putinga;RS;
Puxinanã;PB;
Pântano (Estiva);MG;Distrito
Pão de Açúcar;AL;
Pão de Açúcar (Taquaritinga do Norte);PE;Distrito
Pão de Açúcar do Poção (Poção);PE;Distrito
Pé da Serra (Araguaína);TO;Povoado
Pé de Serra;BA;
Pé do Morro (Passa Quatro);MG;Distrito
Pé-de-Serra dos Mendes (Agrestina);PE;Povoado
Pérola;PR;
Pérola d'Oeste;PR;
Pérola Independente (Maripá);PR;Distrito
Pólo Petroquímico de Triunfo (Triunfo);RS;Povoado
Quadra;SP;
Quaraim (Três de Maio);RS;Distrito
Quaraçu (Cândido Sales);BA;Distrito
Quaraí;RS;
Quartel de São João (Quartel Geral);MG;Distrito
Quartel do Sacramento (Bom Jesus do Galho);MG;Distrito
Quartel Geral;MG;
Quarto Centenário;PR;
Quartéis (Silva Jardim);RJ;Distrito
Quatiguaba (Viçosa do Ceará);CE;Distrito
Quatiguá;PR;
Quatipuru;PA;
Quatis;RJ;
Quatituba (Itueta);MG;Distrito
Quatro Barras;PR;
Quatro Bocas (Tomé-Açú);PA;Povoado
Quatro Irmãos;RS;
Quatro Pontes;PR;
Quatá;SP;
Quebra Côco (Sidrolândia);MS;Distrito
Quebra Freio (Pato Branco);PR;Povoado
Quebracho (Anaurilândia);MS;Distrito
Quebrangulo;AL;
Quedas do Iguaçu;PR;
Queimada Nova;PI;
Queimadas;BA;
Queimadas;PB;
Queimados;RJ;
Queimados (Guarapuava);PR;Povoado
Queimados (Horizonte);CE;Distrito
Queiroz;SP;
Queixada (Novo Cruzeiro);MG;Distrito
Queluz;SP;
Queluzito;MG;
Quem-Quem (Janaúba);MG;Distrito
Querência;MT;
Querência do Norte;PR;
Quevedos;RS;
Quijingue;BA;
Quilombo;SC;
Quilombo (Pelotas);RS;Distrito
Quilombo (Sabinópolis);MG;Distrito
Quilombo Nossa Senhora do Rosário (Três Pontas);MG;Distrito
Quilômetro 14 do Mutum (Baixo Guandu);ES;Distrito
Quimami (Missão Velha);CE;Distrito
Quincoé (Acopiara);CE;Distrito
Quincuncá (Farias Brito);CE;Distrito
Quinta do Sol;PR;
Quintana;SP;
Quintinos (Carmo do Paranaíba);MG;Distrito
Quintão (Palmares do Sul);RS;Distrito
Quinze de Novembro;RS;
Quinze de Novembro (Giruá);RS;Distrito
Quinzópolis (Santa Mariana);PR;Distrito
Quipapá;PE;
Quirinópolis;GO;
Quissamã;RJ;
Quitaiús (Lavras da Mangabeira);CE;Distrito
Quitandinha;PR;
Quiterianópolis;CE;
Quitimbu (Custódia);PE;Distrito
Quitéria (São Jerônimo);RS;Distrito
Quixabeira;BA;
Quixabá;PB;
Quixabá;PE;
Quixabá (Morpará);BA;Distrito
Quixadá;CE;
Quixadá (Uiraúna);PB;Distrito
Quixariú (Campos Sales);CE;Distrito
Quixelô;CE;
Quixeramobim;CE;
Quixeré;CE;
